,text,username,timestamp,location,likes,clean_tweet,negative,neutral,positive,compound,analysis,pca_x,pca_y,pca_z,y,cluster,tsne_x,tsne_y
120,RT @adamhousley: Being told the CIA actually made the targeting mistake on the family in Afghanistan and is blaming it on DOD.,PhooBarre,Sun Sep 19 19:54:27 +0000 2021,,19,tell cia actually make target mistake family afghanistan blame dod,0.375,0.625,0.0,-0.5859,negative,-0.013656720478799182,-0.0342676426561474,0.009401389423877738,0,0,0.7315525,10.966301
121,Blinken will never disclose the number of Americans in Afghanistan #Biden won because everything “they”  did to win… https://t.co/qpGWwFPkwo,brenner_colleen,Sun Sep 19 19:54:27 +0000 2021,"Yuma, AZ",370380,blinken never disclose number american afghanistan everything “they” win…,0.133,0.867,0.0,-0.0572,negative,-0.003513614874195215,-0.028646060473631593,0.010468774543081785,2,2,7.83674,-3.7100463
122,"Afghanistan: Stay home, female Kabul government workers told - BBC News https://t.co/sw7Bl1xynM",Katheri48033429,Sun Sep 19 19:54:27 +0000 2021,Glasgow,355224,afghanistan stay home female kabul government worker tell bbc news,0.0,1.0,0.0,0.0,neutral,-0.14372866978755705,0.06478191669075539,-0.0007491395656352824,0,0,1.7353493,6.427117
123,"RT @bbclysedoucet: ""Can I still be somebody if I only study to sixth grade?"" an Afghan girl asks her father when she hears that the #Taliba…",1903wrightflyer,Sun Sep 19 19:54:27 +0000 2021,,36732,still somebody study sixth grade afghan girl ask father hears,0.0,1.0,0.0,0.0,neutral,0.0008869137109838177,-0.03259517081831116,0.013714659722163928,2,2,-17.118557,-3.6244018
124,"RT @AnasMallick: The ISKP has claimed responsibility of the series of  bombings in Jalalabad, both which took place today and yesterday whe…",HarisKhv,Sun Sep 19 19:54:27 +0000 2021,Pakistan,183605,iskp claim responsibility series bombing jalalabad take place today yesterday whe…,0.0,1.0,0.0,0.0,neutral,-0.04212808264341553,0.004604458368964949,0.007413207228981114,0,0,6.8492165,15.155878
125,"RT @MirMAKOfficial: My Birthday Is Coming Up. 

I am throwing a party on the 5th floor of Serena Kabul. 

All Indian Bhakts are Welcome.",Muhamma22463182,Sun Sep 19 19:54:27 +0000 2021,"Sialkot, Pakistan",6837,birthday come throw party 5th floor serena kabul indian bhakts welcome,0.0,0.612,0.388,0.6908,positive,-0.23260448488290017,0.13375737140649105,-0.018529565350724475,6,6,5.7848597,11.571694
126,RT @MEMRIReports: #ICYMI: 1/2 Egyptian TV Host Ibrahim Eissa: The Taliban Is the Essence and Culmination of All Islamic Ideas; Given the Op…,MajaMischke,Sun Sep 19 19:54:28 +0000 2021,somewhere over the rainbow,7168,1 2 egyptian tv host ibrahim eissa taliban essence culmination islamic idea give op…,0.0,1.0,0.0,0.0,neutral,0.02186251375921033,-0.030362863035650965,0.01861816906249141,0,0,5.5437922,-11.938626
127,"@SdqJaan #ISIon5thFloor 
Unbelievable. Just like #ArnabGoswami's 5th floor of Serena hotel in Kabul. Even his boss… https://t.co/RloCv3OY43",asad6shah,Sun Sep 19 19:54:28 +0000 2021,Azad Kashmir Province Pakistan,2397,unbelievable like 5th floor serena hotel kabul even boss…,0.0,0.619,0.381,0.5106,positive,-0.2970641419521227,0.1806966380949686,-0.025914135252876298,1,1,9.0239105,4.6301117
128,RT @RonnyJacksonTX: The Taliban SET FREE the terrorist that days later killed 13 of our brave service members. This is at the same time tha…,elio_marchesi,Sun Sep 19 19:54:29 +0000 2021,,60201,taliban set free terrorist day later kill 13 brave service member time tha…,0.375,0.359,0.267,-0.5719,negative,0.17430423020291413,-0.5499551772152679,-0.5927991330655442,4,4,-7.3037353,-2.8420827
129,New story on NPR: Female Government Workers In Kabul Told To Stay Home In Latest Taliban Rule https://t.co/lPTYpKevHJ,ApriaMalita,Sun Sep 19 19:54:29 +0000 2021,"ÜT: 33.534794,-84.473417",460,new story npr female government worker kabul tell stay home late taliban rule,0.0,1.0,0.0,0.0,neutral,-0.04089628371907869,0.07715788549673645,0.0032806492510945276,0,0,2.7760947,6.25363
130,"RT @Croco_indic: This is West/Global North invaded by Christianity &amp; Middle East by Islam

Global South was then colonised by Christianity…",Nisharg_J3C,Sun Sep 19 19:54:29 +0000 2021,"Surat, India",137130,indic west global north invaded christianity amp middle east islam global south colonise christianity…,0.0,1.0,0.0,0.0,neutral,-0.0030537020995067975,-0.018916354818475655,0.009570972116973647,2,2,0.71921676,18.188908
131,"RT @DaNogueiro: #Afghanistan #HumanRights #AfghanLivesMatter #AfghanWomen 

cartoon by @atiqshahid2",daoudmiakhel,Sun Sep 19 19:54:29 +0000 2021,,78212,cartoon,0.0,1.0,0.0,0.0,neutral,-0.0023575288530962636,-0.014502965650029889,0.008288044390532007,0,0,16.67133,7.837579
132,"RT @aworrior888: Sudden withdrawal of international aid agencies put the entire population of Afghanistan at risk.
Last year’s drought also…",AbeehaKhatoon,Sun Sep 19 19:54:29 +0000 2021,,74062,sudden withdrawal international aid agency put entire population afghanistan risk last year’s drought also…,0.138,0.789,0.072,-0.25,negative,-0.00021055936919663832,-0.026277782249685536,0.008880242930959169,0,0,6.207211,-8.275162
133,"Same Taliban, different day. The Taliban will collapse on it's own thru archaic structure and corruption.  The misogyny will doom it.",ritenrong,Sun Sep 19 19:54:30 +0000 2021,,6,taliban different day taliban collapse thru archaic structure corruption misogyny doom,0.396,0.604,0.0,-0.7096,negative,0.05289473528576771,-0.06666051307427934,-0.009825360310634329,0,0,-7.3346677,-5.0229125
134,@StoatlyL @BLACKTHT @helenstaniland @Finn_Mackay You side with the taliban 👍👏👏👏,RachelT1722,Sun Sep 19 19:54:31 +0000 2021,"Swindon, England",55890,mackay side taliban 👍👏👏👏,0.0,1.0,0.0,0.0,neutral,0.046911355409376486,-0.03627544895571653,0.030284380816479176,0,0,-3.9535313,-7.6926394
135,RT @tavleen_singh: If Arnab Goswami was indeed briefed by Indian intelligence  sources that the Serena Hotel in Kabul has five floors we ne…,asmatasleem11,Sun Sep 19 19:54:31 +0000 2021,"Hyderabad, India",189746,singh arnab goswami indeed briefed indian intelligence source serena hotel kabul five floor ne…,0.0,0.807,0.193,0.4767,positive,-0.2684971206027268,0.16193445058349323,-0.02351177712494392,1,1,9.021705,8.96092
136,RT @AhMukhtar: Civilians - allegedly - Panjshirs detained and put in the trunks of 2 vehicles. The incident happened in Kabul’s Tajik domin…,ConcienciaRD3,Sun Sep 19 19:54:31 +0000 2021,,31881,civilian allegedly panjshirs detain put trunk 2 vehicle incident happen kabul’s tajik domin…,0.189,0.811,0.0,-0.4215,negative,-0.03151952312010762,0.00012157509513279513,0.0033332484542702313,0,0,16.51817,2.2814631
137,RT @The_FJC: Why haven't we heard from any of the Americans that were supposedly removed from Afghanistan? Not one interview. Hmmmm... Seem…,TamMetcalf,Sun Sep 19 19:54:32 +0000 2021,United States,5591,fjc heard americans supposedly remove afghanistan one interview hmmmm seem…,0.0,1.0,0.0,0.0,neutral,-0.009350496758096873,-0.0830381119763199,0.0462408897123283,7,7,-9.788923,11.003999
138,@EzzatMehrdad @Natsecjeff It's a loss of all Afghan not only Taliban. United you stand ... Better for you,SAGGYVIEWS,Sun Sep 19 19:54:32 +0000 2021,,35,loss afghan taliban unite stand well,0.274,0.476,0.25,-0.0516,negative,0.03247508337066842,-0.03603536724044171,0.02491392869051558,0,0,-4.378363,-16.572845
139,RT @BBCYaldaHakim: Women in Kabul out on the streets again today demanding their rights to work and education #Afghanistan https://t.co/8yg…,1903wrightflyer,Sun Sep 19 19:54:32 +0000 2021,,36733,woman kabul street today demand right work education …,0.158,0.842,0.0,-0.128,negative,-0.07241211792199113,0.018166692365518013,0.005301315794913454,0,0,2.623557,-13.283975
140,RT @CrypticNoHoes: Why'd they need to bring a RPG on a pedal boat 😭,zxedx,Sun Sep 19 19:54:32 +0000 2021,,11505,need bring rpg pedal boat 😭,0.307,0.693,0.0,-0.4767,negative,0.5756977749749665,0.5766562101530928,-0.14333492506410722,3,3,10.934867,-8.041959
141,"RT @KenRoth: The last time the Taliban reigned from 1996 to 2001, they also said ""they would consider allowing girls to attend schools once…",7adair,Sun Sep 19 19:54:32 +0000 2021,SE England,205583,last time taliban reign 1996 2001 also say would consider allow girl attend school once…,0.0,0.881,0.119,0.2263,positive,0.03275782898503182,-0.07309337021224281,-0.012713371573824251,2,2,-9.193484,-8.519972
142,RT @RonnyJacksonTX: The Taliban SET FREE the terrorist that days later killed 13 of our brave service members. This is at the same time tha…,SMCosta6,Sun Sep 19 19:54:33 +0000 2021,,48021,taliban set free terrorist day later kill 13 brave service member time tha…,0.375,0.359,0.267,-0.5719,negative,0.17430423020291413,-0.5499551772152679,-0.5927991330655442,4,4,-7.7225957,-1.4110361
143,RT @christinalamb: ‘There is no other way’ but education for girls says Afghanistan’s former President Hamid Karzai speaking out against th…,mw3649,Sun Sep 19 19:54:33 +0000 2021,,1560,‘there way’ education girl say afghanistan’s former president hamid karzai speak th…,0.0,1.0,0.0,0.0,neutral,-0.005077571398384522,-0.035130561446390624,0.015626939513809897,0,0,0.23922467,-1.5561577
144,"RT @SandraSentinel: America went from this 🔴TRUMP!

to this 🔵Biden

Delicate snowflakes in USA hated Trump because he did meant tweets...…",Rondo31939730,Sun Sep 19 19:54:33 +0000 2021,,27227,america go 🔴trump 🔵biden delicate snowflake usa hat trump meant tweet …,0.0,0.915,0.085,0.0516,positive,-0.005279254965029666,-0.02993868752346458,0.016048833471731264,0,0,-13.701513,-5.234566
145,"@LinaHidalgoTX Are they being tested and vaccinated for COVID yet??  Measles??  
The majority of these “ refugees”… https://t.co/pGXsysFeCS",CgalTxh,Sun Sep 19 19:54:33 +0000 2021,,63323,test vaccinate covid yet measles majority “ refugees”…,0.0,1.0,0.0,0.0,neutral,-0.003237044502032872,-0.016574754723296208,0.008815295675483784,0,0,-5.9805536,15.907537
146,RT @TheHomira: Why are Afghans shy to admit that Hazaras are at risk of genocide under Taliban?,Roni70218581,Sun Sep 19 19:54:33 +0000 2021,"Arlington, TX",18935,afghan shy admit hazaras risk genocide taliban,0.414,0.404,0.182,-0.3182,negative,0.03728774509478603,-0.042776377713321274,0.027264386984164765,5,5,5.704569,-9.737266
147,"RT @indicpolymath: @im_yash2307 Afg first test was against India apart from all the infra we provided them, and after India won the one sid…",im_yash2307,Sun Sep 19 19:54:33 +0000 2021,"Noida, India",88737,yash2307 afg first test india apart infra provide india one sid…,0.0,1.0,0.0,0.0,neutral,-0.05773393092242169,0.01202671409041079,0.005383510926946305,0,0,-7.301798,16.199526
148,"RT @Jake_Hanrahan: Taliban in Bamyan Province…

(These photos are real) https://t.co/oWHJXDpVfZ",Patrickwoods82,Sun Sep 19 19:54:34 +0000 2021,Europe,1872,hanrahan taliban bamyan province… photo real,0.0,1.0,0.0,0.0,neutral,0.2077356370012114,-0.2609527318589804,0.761444667552094,8,8,-11.046453,-13.9329195
149,"RT @ZionWarrior6: THIS is NOT #Afghanistan! 
This is not Mogadishu. It's not Tehran, Baghdad or even Mecca - it is the DALLAS Texas airport…",JAnn56684969,Sun Sep 19 19:54:34 +0000 2021,Democrats=Talibans,13881,mogadishu tehran baghdad even mecca dallas texas airport…,0.0,1.0,0.0,0.0,neutral,-0.00825422174863426,-0.013955669316221431,0.005900888129890157,0,0,17.968193,-0.74609107
150,RT @RonnyJacksonTX: The Taliban SET FREE the terrorist that days later killed 13 of our brave service members. This is at the same time tha…,dj_Americangirl,Sun Sep 19 19:54:34 +0000 2021,Third rock from the sun.,19700,taliban set free terrorist day later kill 13 brave service member time tha…,0.375,0.359,0.267,-0.5719,negative,0.17430423020291413,-0.5499551772152679,-0.5927991330655442,4,4,-7.9540586,-1.5758059
151,"How will they slide or jump in this new 'uniform' with that Kalma on it?
Dumb Taliban",Aman_Pasha,Sun Sep 19 19:54:34 +0000 2021,In the Wind,10404,slide jump new uniform kalma dumb taliban,0.355,0.645,0.0,-0.5106,negative,0.07893816151681625,0.014180609602775252,0.01415408571946567,0,0,-1.552614,-5.0397453
152,"RT @AfgFactChecks: Msg to Taliban terrorists:

Happiness has died in our hearts just as humanity has died in your hearts! https://t.co/Qt3R…",mohmand_shabnam,Sun Sep 19 19:54:34 +0000 2021,"England, United Kingdom",551,msg taliban terrorist happiness die heart humanity die heart …,0.439,0.14,0.421,-0.128,negative,0.02922763771577897,-0.0569614693101202,-0.0203716602287773,2,2,6.1018014,-6.7394166
153,RT @TVietor08: In this pod we go behind the scenes of a Woodward book. The soup. The scoops. Then progress with the Iran deal. The global t…,edmunds_dowling,Sun Sep 19 19:54:35 +0000 2021,,219965,pod go behind scene woodward book soup scoop progress iran deal global t…,0.0,0.714,0.286,0.5267,positive,-0.0038984218339082033,-0.018503614041096003,0.010639683451775335,2,2,16.366598,-4.9717793
154,"@MarshaBlackburn 
EXACTLY!!

The traitor ""Gen"" Milley leak (as terrible &amp; important as it is, if true) was also mea… https://t.co/jevnuh64kk",stalkingwo1f,Sun Sep 19 19:54:36 +0000 2021,,2587,exactly traitor gen milley leak terrible amp important true also mea…,0.322,0.409,0.269,-0.2263,negative,-0.002080596014327246,-0.01684048473929814,0.008140188353530515,0,0,-2.751642,16.58062
155,"RT @NRFsoldier: Taliban have used the Hizb it-Tahrir members for house searching in #Panjshir. As yet, the Taliban are searching civilian h…",Moore_patriciat,Sun Sep 19 19:54:37 +0000 2021,,254827,taliban use hizb tahrir member house search yet taliban search civilian h…,0.0,1.0,0.0,0.0,neutral,0.050646620031614874,-0.06933079351278333,-0.011347275881978236,0,0,-9.014136,-4.5778637
156,@tom_nuttall At least we are a bit covered in our niche: https://t.co/sEoe4Vqglr,NvOndarza,Sun Sep 19 19:54:37 +0000 2021,Berlin,13629,nuttall least bit covered niche,0.0,1.0,0.0,0.0,neutral,-0.0024029833541964057,-0.01488969961664493,0.008551607385065597,0,0,16.97939,4.4275937
157,"RT @Katheri48033429: Afghanistan: Stay home, female Kabul government workers told - BBC News https://t.co/sw7Bl1xynM",Glasgow_Watch,Sun Sep 19 19:54:37 +0000 2021,"Glasgow, Scotland",9,afghanistan stay home female kabul government worker tell bbc news,0.0,1.0,0.0,0.0,neutral,-0.143728669787557,0.06478191669075538,-0.0007491395656352794,0,0,1.7324603,6.4389324
158,Rubber Dingy Rapids,YungCooms,Sun Sep 19 19:54:37 +0000 2021,"Scotland, United Kingdom",1223,rubber dingy rapid,0.0,1.0,0.0,0.0,neutral,-0.002775635962884029,-0.017361083295391017,0.01015943190744426,0,0,16.194649,-10.486653
159,RT @GrnBulls: 😂 They got their printer ready..,datsyifyb,Sun Sep 19 19:54:37 +0000 2021,"Olympia, WA",1009,😂 get printer ready,0.144,0.379,0.477,0.6597,positive,-0.0029679977825501705,-0.01680084941309889,0.00945775643396942,0,0,-1.6507928,-2.1171877
160,"RT @emilymiller: The Kabul airport suicide bomber had been in CIA custody. 

“America’s disorganised retreat from Afghanistan has led to hu…",KineticXfer,Sun Sep 19 19:54:37 +0000 2021,,10189,kabul airport suicide bomber cia custody “america’s disorganise retreat afghanistan lead hu…,0.276,0.613,0.11,-0.5719,negative,-0.037823996627582665,-0.011729120370921274,-0.007518090658035531,0,0,5.312864,3.4284477
161,"I can't find the original article to reference, although should this be true I wouldn't at all be surprised conside… https://t.co/cuRiZKYEl7",BenjaminVince17,Sun Sep 19 19:54:37 +0000 2021,,10690,find original article reference although true surprise conside…,0.0,0.41,0.59,0.7351,positive,-0.012952660974813249,-0.010868870546510976,0.006390332441456308,2,2,-1.5396732,16.302885
162,"RT @FoxNews: Fox News Poll: Nine in 10 say Taliban control of Afghanistan poses threat to US
https://t.co/ImOQO1nhXK",AnnacoDon,Sun Sep 19 19:54:38 +0000 2021,,7283,fox news poll nine 10 say taliban control afghanistan pose threat u,0.236,0.764,0.0,-0.5267,negative,0.011795299386962315,-0.03532330393187195,0.020947086578326553,0,0,-5.917124,0.92906165
163,RT @noahbarkin: It happened again #Triell,sabine_hark,Sun Sep 19 19:54:38 +0000 2021,Deutschland,16403,happen,0.0,1.0,0.0,0.0,neutral,-0.0025058401862291697,-0.017683048798599048,0.010525442125465783,0,0,16.159082,2.7898154
164,"RT @EUAmbAFG: Acknowledging the fake letter does not make schools for girls reopen and women be allowed to work. So, the substance of my cr…",NakhtarWadan,Sun Sep 19 19:54:38 +0000 2021,,10368,acknowledge fake letter make school girl reopen woman allow work substance cr…,0.207,0.667,0.127,-0.296,negative,-0.011451248559952781,-0.02983273033619164,0.014248565016847457,5,5,-5.9841194,-14.222207
165,RT @Dumar_93: Bulldozing the historical sites is clearly telling that #Talibans are totally ignorant of the immeasurable history of #Afghan…,pamela03702219,Sun Sep 19 19:54:38 +0000 2021,,21246,93 bulldoze historical site clearly tell totally ignorant immeasurable history,0.183,0.611,0.206,0.079,positive,-0.007795509357234177,-0.012303928451996736,0.008713133637836693,0,0,-1.3544848,12.560765
166,"RT @TOLOnews: Kabul Women at Protest Demand Schooling, Govt Inclusion
#TOLOnews 
https://t.co/OI3XqNgbGT",FurrrryB,Sun Sep 19 19:54:38 +0000 2021,"Suva, Fiji",803,kabul woman protest demand school govt inclusion,0.412,0.588,0.0,-0.3612,negative,-0.05015331614803084,0.0021778716422906994,0.0072003764077659725,9,9,3.110857,-14.584513
167,RT @rohini_sgh: Maybe Arnab has the same infamous ‘sources’,asmatasleem11,Sun Sep 19 19:54:39 +0000 2021,"Hyderabad, India",189747,sgh maybe arnab infamous ‘sources’,0.0,1.0,0.0,0.0,neutral,-0.05382184277217267,0.019604219845611268,0.0031183129125059127,0,0,2.188575,4.242987
168,RT @RonnyJacksonTX: The Taliban SET FREE the terrorist that days later killed 13 of our brave service members. This is at the same time tha…,cool4amom,Sun Sep 19 19:54:39 +0000 2021,,6844,taliban set free terrorist day later kill 13 brave service member time tha…,0.375,0.359,0.267,-0.5719,negative,0.17430423020291413,-0.5499551772152679,-0.5927991330655442,4,4,-8.261701,-2.1823092
169,"""women are systematically being locked up in their abusive homes""

We can criticize Taliban policies that restrict… https://t.co/jNW1cGhFeM",DastageerMuska,Sun Sep 19 19:54:40 +0000 2021,"Kabul, Afghanistan",11705,woman systematically lock abusive home criticize taliban policy restrict…,0.493,0.507,0.0,-0.7783,negative,0.018070123988497687,-0.027155910627498153,0.024703847906316297,9,9,3.2055707,-10.278938
170,"RT @AWjamalfc: Anti aircraft missiles found by the Afghan Taliban inside Panjshir valley.😯

Is it Panjshir or American and Russian arms dep…",faisaln95489505,Sun Sep 19 19:54:40 +0000 2021,"Bedford, England",68041,anti aircraft missile find afghan taliban inside panjshir valley 😯 panjshir american russian arm dep…,0.133,0.867,0.0,-0.3182,negative,0.010341776589721293,-0.026150493133648353,0.015109935685907686,0,0,8.428499,-11.4521475
171,RT @PoliticsForAlI: 🚨 | NEW: The Taliban enjoying pedal boats https://t.co/s8Fw0sEhKY,Golden__LJ,Sun Sep 19 19:54:40 +0000 2021,OTF,9315,🚨 new taliban enjoy pedal boat,0.0,0.686,0.314,0.4939,positive,0.5750297967615201,0.45666690373199287,-0.08193867256034351,3,3,-1.4675399,-9.558979
172,"RT @BBCYaldaHakim: The Taliban have prohibited girls from secondary school in Afghanistan. In solidarity, many boys have been refusing to g…",ellen_coyle,Sun Sep 19 19:54:40 +0000 2021,Republic of Scotland,537925,taliban prohibit girl secondary school afghanistan solidarity many boy refuse g…,0.164,0.672,0.164,0.0,neutral,0.06271940766983314,-0.10381006094287341,0.062465561277923756,5,5,-7.2290244,-8.312636
173,@patty13088 @JohnypPublic @DonaldJTrumpJr From 2016-2020 civilian casualties rose 300% under Trump! Thousands of ou… https://t.co/BDjg4tSnOe,MagrathDave,Sun Sep 19 19:54:40 +0000 2021,"Massachusetts, USA",15,2016 2020 civilian casualty rise 300 trump thousand ou…,0.298,0.702,0.0,-0.5267,negative,-0.0018925480610505016,-0.019355789482763043,0.008117116106439197,0,0,-14.866618,-5.9091167
174,"RT @ARanganathan72: VILE. Had a BJP govt done this, India would have been downgraded to 'Worse than the Taliban' by now.

Confirms that we…",AwakenedSanata1,Sun Sep 19 19:54:41 +0000 2021,Hindustan,78396,vile bjp govt do india would downgrade bad taliban confirms we…,0.458,0.542,0.0,-0.8225,negative,-0.008022342270048301,-0.013378120769525194,0.024742956624640888,2,2,-12.55123,-9.428597
175,RT @Class: Homie brought an RPG on there like they bout to recreate this game 😭 https://t.co/DTnrzAEmaX,godcoates,Sun Sep 19 19:54:41 +0000 2021,Portugal,178259,homie bring rpg like bout recreate game 😭,0.228,0.588,0.184,-0.1531,negative,0.11834157539820184,0.12538127519876338,-0.029109257411761416,2,2,11.828092,-5.7050624
176,RT @CrypticNoHoes: Why'd they need to bring a RPG on a pedal boat 😭,balanceciaga,Sun Sep 19 19:54:41 +0000 2021,Gulag,9773,need bring rpg pedal boat 😭,0.307,0.693,0.0,-0.4767,negative,0.5756977749749665,0.5766562101530928,-0.14333492506410722,3,3,11.524523,-7.812657
177,RT @GeorgeTakei: What is wrong with her? https://t.co/BuNDBA4nLc,KaronWilson4,Sun Sep 19 19:54:42 +0000 2021,"Wyoming, USA",20988,wrong,1.0,0.0,0.0,-0.4767,negative,-0.0010958211806767273,-0.018458693806540794,0.006205009388272222,0,0,-4.5370407,-6.4687986
178,RT @LizzMurr56: Y’all have worms on the brain! The entire world watched US soldiers shoot Afghan refugees in multiple situations at the Kab…,SophiyahK,Sun Sep 19 19:54:42 +0000 2021,United Kingdom,6527,y’all worm brain entire world watch u soldier shoot afghan refugee multiple situation kab…,0.156,0.844,0.0,-0.34,negative,-0.0005952870079071368,-0.023016999316897258,0.009003426644656493,0,0,6.0322256,-16.474564
179,"Indian Fake Media. 
#Afghanishtan #Hindutva #ArnabGoswami",umairarif527,Sun Sep 19 19:54:42 +0000 2021,,4119,indian fake medium,0.608,0.392,0.0,-0.4767,negative,-0.05659208336102608,0.017183735594692662,0.001960444696424625,6,6,11.676253,3.9456444
180,RT @froyoghurt_: oh sweet little souls 🥺💓,brothertothe,Sun Sep 19 19:54:42 +0000 2021,,884,oh sweet little soul 🥺💓,0.0,0.294,0.706,0.9186,positive,-0.0017213719134653491,-0.01514584040225095,0.008826388759197558,0,0,-5.58285,-4.6539774
181,RT @HabibKhanT: The Taliban gives women the right to stay silent. #FreeAfghanistan🇦🇫 https://t.co/BVxEhUEtO4,CriticCentrist,Sun Sep 19 19:54:43 +0000 2021,,1214,taliban give woman right stay silent,0.0,1.0,0.0,0.0,neutral,-0.02667191277265399,0.0006194888823280921,0.02116390596081325,9,9,0.24410842,-12.8475065
182,"RT @Jake_Hanrahan: Taliban in Bamyan Province…

(These photos are real) https://t.co/oWHJXDpVfZ",bayuulivelife,Sun Sep 19 19:54:43 +0000 2021,Iworo-Ijebu,132920,hanrahan taliban bamyan province… photo real,0.0,1.0,0.0,0.0,neutral,0.2077356370012114,-0.2609527318589804,0.761444667552094,8,8,-10.214661,-13.714978
183,"RT @atahasnain53: Sharing the first of the Chanakya Dialogues shot in the new format. Launched first in Hindi, this is class technical stuf…",IN_KGB,Sun Sep 19 19:54:43 +0000 2021,,63215,share first chanakya dialogue shoot new format launch first hindi class technical stuf…,0.154,0.705,0.141,-0.0516,negative,0.027060596041630875,0.008396896684072622,0.0031218232007807606,0,0,-3.653669,-10.90989
184,Rubber Dinghy rapids bro,CalGrieve,Sun Sep 19 19:54:43 +0000 2021,"West Midlands, England",36028,rubber dinghy rapid bro,0.0,1.0,0.0,0.0,neutral,-0.0030439294257774735,-0.01918997824086352,0.01135234939440841,0,0,15.561674,-10.000646
185,"RT @BBCYaldaHakim: The Taliban have prohibited girls from secondary school in Afghanistan. In solidarity, many boys have been refusing to g…",johnehesketh,Sun Sep 19 19:54:43 +0000 2021,Cornwall. UK.,982,taliban prohibit girl secondary school afghanistan solidarity many boy refuse g…,0.164,0.672,0.164,0.0,neutral,0.06271940766983314,-0.10381006094287341,0.062465561277923756,5,5,-6.7908483,-8.723839
186,@WSJ Ignored and disconnected Afghanistan is dangerous for the regional countries and beyond.,Peace53663319,Sun Sep 19 19:54:43 +0000 2021,,4279,ignore disconnected afghanistan dangerous regional country beyond,0.528,0.472,0.0,-0.6808,negative,-0.0026453701369227546,-0.029091479496974208,0.01082983348536485,2,2,-4.0211205,-13.698907
187,"RT @CoinMarketCap: Today We Take A Look At #Afghanistan: Can Blockchain and Crypto Prevent or Mitigate The Fallout of Failing States? 

Doe…",harningsihranti,Sun Sep 19 19:54:44 +0000 2021,"Cilacap, Jawa Tengah",2680,today take look blockchain crypto prevent mitigate fallout fail state doe…,0.257,0.662,0.081,-0.5267,negative,-0.004423594489446075,-0.01866810228995331,0.011038141838582488,0,0,-16.300852,4.2751703
188,"RT @MaryAkrami: Our young leaders come out on the streets of kabul demanding their rights to education, work and freedom.the Tliban leaders…",ela_ha86,Sun Sep 19 19:54:44 +0000 2021,Germany,1810,young leader come street kabul demand right education work freedom tliban leaders…,0.096,0.637,0.268,0.5719,positive,-0.054186036088733576,0.011447730656849838,0.006216523607037171,0,0,3.3049147,-13.007013
189,RT @RonnyJacksonTX: The Taliban SET FREE the terrorist that days later killed 13 of our brave service members. This is at the same time tha…,Aussiebob18,Sun Sep 19 19:54:44 +0000 2021,Thailand,1660,taliban set free terrorist day later kill 13 brave service member time tha…,0.375,0.359,0.267,-0.5719,negative,0.17430423020291413,-0.5499551772152679,-0.5927991330655442,4,4,-7.351406,-1.3664199
190,Taliban have not met their commitments: former Afghan president https://t.co/ggsXvJiPlN,Insidersaccount,Sun Sep 19 19:54:44 +0000 2021,Lagos,1,taliban meet commitment former afghan president,0.0,0.658,0.342,0.3818,positive,0.03565084112284928,-0.03999399605079159,0.02620128130567985,0,0,-0.002678269,-1.8752649
191,"#ISIon5thFloor
Indian fake news factory
Claimed ISI stationed on 5th floor of sarina hotel Kabul.
Let's find out th… https://t.co/zHClTJuaCx",SaadatA24208171,Sun Sep 19 19:54:44 +0000 2021,"jehlum, Pakistan",2,indian fake news factory claim isi station 5th floor sarina hotel kabul let find th…,0.181,0.819,0.0,-0.4767,negative,-0.31603964803737555,0.18648840244591652,-0.0288156726597654,6,6,11.707436,5.2847886
192,RT @Conflicts: AFGHANISTAN: ISIS-K claim responsibility for a series of attacks against the Taliban across Jalalabad this weekend. The grou…,die_spurensuche,Sun Sep 19 19:54:45 +0000 2021,,3095,afghanistan isi k claim responsibility series attack taliban across jalalabad weekend grou…,0.22,0.78,0.0,-0.4767,negative,-0.05520498494899446,0.01161908402830733,0.011711165993361363,0,0,7.36323,14.69029
193,RT @bennyjohnson: You killed 10 civilians including 7 Children.,kayla22williams,Sun Sep 19 19:54:45 +0000 2021,,4220,kill 10 civilian include 7 child,0.485,0.515,0.0,-0.6908,negative,0.01220363662311848,-0.07897526482979551,-0.06153052628964387,0,0,-4.863758,9.478251
194,"@TheStrengthU @EhcksTGD @456trainMama @GovKathyHochul Give em credit for the dumbest rebuttal ever, take their diap… https://t.co/36PHC8OZ35",092954,Sun Sep 19 19:54:45 +0000 2021,Hawaii,547,give em credit dumbest rebuttal ever take diap…,0.277,0.504,0.218,-0.1779,negative,-0.0013143007006908157,-0.019188384706905506,0.008376114787646702,2,2,-14.74693,-0.68373543
195,RT @The_FJC: Why haven't we heard from any of the Americans that were supposedly removed from Afghanistan? Not one interview. Hmmmm... Seem…,HBale8,Sun Sep 19 19:54:45 +0000 2021,Eating your grass,37290,fjc heard americans supposedly remove afghanistan one interview hmmmm seem…,0.0,1.0,0.0,0.0,neutral,-0.009350496758096873,-0.0830381119763199,0.0462408897123283,7,7,-9.64936,11.380663
